Application_ID,Customer_ID,Broker_ID,Beneficiary_ID,Project_Value,Guarantee_Amount,Submission_Date,Decision_Date,Manual_Underwriting_Days,SLA_Breached
APP00547,CUS0235,,BEN018,648144779.23,35735351.75,2024-11-27,2024-12-01,4,No
APP00548,CUS0097,BRK012,BEN006,630986440.39,72172593.74,2023-03-22,2023-04-05,14,No
APP00549,CUS0224,,BEN008,36662590.34,5560238.79,2023-06-23,2023-07-23,30,Yes
APP00550,CUS0199,BRK017,BEN041,308423148.75,107021039.33,2024-05-03,2024-05-20,17,Yes
APP00551,CUS0018,BRK010,BEN046,43771718.92,24078328.19,2025-07-09,2025-07-11,2,No
APP00552,CUS0274,BRK018,BEN014,924890995.94,7857094.65,2025-12-07,2025-12-23,16,Yes
APP00553,CUS0009,BRK019,BEN002,243439869.05,129932890.61,2023-10-17,2023-11-03,17,Yes
APP00554,CUS0025,,BEN006,456728408.33,34552532.88,2023-01-30,2023-02-06,7,No
APP00555,CUS0054,BRK019,BEN039,221351951.72,160988479.42,2023-05-11,2023-06-08,28,Yes
APP00556,CUS0205,BRK021,BEN036,546338911.71,64657182.24,2025-05-22,2025-06-03,12,No
APP00557,CUS0023,BRK010,BEN004,121624744.06,28676742.12,2024-03-12,2024-04-07,26,Yes
APP00558,CUS0189,BRK014,BEN015,925749855.07,8619429.43,2025-04-30,2025-05-07,7,No
APP00559,CUS0192,,BEN001,879747313.9,16604160.24,2023-07-24,2023-08-20,27,Yes
APP00560,CUS0045,,BEN037,887028226.83,83536337.32,2023-01-15,2023-01-22,7,No
APP00561,CUS0064,BRK020,BEN017,523563777.27,82700249.24,2025-09-01,2025-09-25,24,Yes
APP00562,CUS0019,BRK022,BEN031,612437767.85,18060228.13,2023-12-24,2024-01-14,21,Yes
APP00563,CUS0214,BRK007,BEN012,118390314.89,106274704.68,2024-09-08,2024-09-21,13,No
APP00564,CUS0185,,BEN034,508033215.85,93111093.41,2023-07-15,2023-08-05,21,Yes
APP00565,CUS0027,BRK004,BEN043,843937912.84,182341132.15,2024-03-02,2024-03-12,10,No
APP00566,CUS0081,,BEN002,54973586.72,73156517.28,2025-10-15,2025-10-22,7,No
APP00567,CUS0128,BRK024,BEN029,44274165.17,148213168.52,2024-03-05,2024-03-20,15,Yes
APP00568,CUS0080,,BEN031,515388813.89,14636469.95,2026-01-05,2026-01-12,7,No
APP00569,CUS0227,BRK010,BEN026,199552644.15,135532082.9,2024-04-26,2024-05-21,25,Yes
APP00570,CUS0056,BRK003,BEN015,738010118.14,174042317.44,2024-10-29,2024-11-07,9,No
APP00571,CUS0112,BRK018,BEN031,55285016.55,87455079.58,2025-02-08,2025-03-10,30,Yes
APP00572,CUS0232,BRK011,BEN008,458282452.82,39233907.12,2024-03-18,2024-04-08,21,Yes
APP00573,CUS0103,BRK001,BEN044,569097166.89,56480528.9,2025-01-04,2025-01-14,10,No
APP00574,CUS0238,BRK005,BEN048,344232432.22,177338589.91,2023-08-16,2023-09-14,29,Yes
APP00575,CUS0087,BRK017,BEN014,87387857.97,171466265.86,2023-11-18,2023-12-15,27,Yes
APP00576,CUS0110,BRK014,BEN017,15489353.12,85908018.13,2025-09-28,2025-10-27,29,Yes
APP00577,CUS0167,BRK007,BEN037,946306102.24,182794066.8,2024-05-20,2024-05-29,9,No
APP00578,CUS0022,BRK015,BEN046,768837784.44,7207300.6,2023-01-11,2023-01-26,15,Yes
APP00579,CUS0245,,BEN044,821470029.44,90762052.96,2025-12-23,2026-01-06,14,No
APP00580,CUS0285,,BEN044,732054497.62,190011812.17,2024-05-07,2024-05-11,4,No
APP00581,CUS0151,BRK002,BEN001,480303168.44,61314902.14,2023-09-29,2023-10-12,13,No
APP00582,CUS0292,,BEN001,976444357.67,93020248.18,2025-07-29,2025-08-27,29,Yes
APP00583,CUS0207,BRK011,BEN040,464831491.61,126863759.42,2023-10-11,2023-11-09,29,Yes
APP00584,CUS0170,BRK009,BEN027,753135122.95,139761969.27,2023-05-25,2023-06-08,14,No
APP00585,CUS0106,,BEN005,620834756.79,67471087.89,2026-01-15,2026-02-04,20,Yes
APP00586,CUS0186,,BEN007,383572040.08,93337898.59,2023-04-23,2023-05-11,18,Yes
APP00587,CUS0187,BRK017,BEN045,67938908.24,142012758.62,2023-03-25,2023-04-07,13,No
APP00588,CUS0171,BRK003,BEN041,479014971.55,187860012.53,2024-02-24,2024-03-01,6,No
APP00589,CUS0115,BRK008,BEN032,680546512.18,55790494.13,2024-03-05,2024-03-31,26,Yes
APP00590,CUS0176,BRK016,BEN033,829730266.45,94297688.04,2023-05-10,2023-05-23,13,No
APP00591,CUS0272,,BEN028,621330316.57,160080821.51,2025-12-25,2026-01-17,23,Yes
APP00592,CUS0234,BRK012,BEN011,289084315.0,191347072.52,2023-05-15,2023-05-23,8,No
APP00593,CUS0141,BRK004,BEN031,151347570.82,41249103.62,2023-08-12,2023-08-19,7,No
APP00594,CUS0213,,BEN034,931789750.76,95044031.09,2023-02-16,2023-02-27,11,No
APP00595,CUS0010,BRK002,BEN001,871921907.07,46849448.67,2025-05-10,2025-05-26,16,Yes
APP00596,CUS0171,BRK010,BEN041,646405175.23,65598129.54,2025-11-30,2025-12-22,22,Yes
APP00597,CUS0280,BRK009,BEN036,132822297.71,157974978.24,2025-12-21,2026-01-18,28,Yes
APP00598,CUS0133,BRK011,BEN018,769979987.39,9940127.83,2023-12-18,2024-01-14,27,Yes
APP00599,CUS0233,,BEN039,924207508.86,142506528.38,2024-12-24,2025-01-04,11,No
